innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,5,4,Kolkata Knight Riders,C Green,Mohammed Siraj,R Pandit,wicket,upheld,False
1,12,1,Gujarat Titans,C Green,Rashid Khan,UV Gandhe,wicket,struck down,False
