match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2024-03-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,32,3,8.0,9,3,0
18,2024-04-05,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,39,1,9.75,6,0,0
23,2024-04-09,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,33,1,8.25,8,0,0
30,2024-04-15,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,47,1,11.75,5,4,0
35,2024-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,1,19,4,4.75,14,1,0
41,2024-04-25,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,39,2,9.75,6,1,0
46,2024-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,43,1,10.75,8,3,0
50,2024-05-02,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,35,2,8.75,8,3,0
55,2024-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",3.2,0,31,0,9.3,8,0,0
57,2024-05-08,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,50,0,12.5,4,3,0
69,2024-05-19,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,33,2,8.25,8,2,0
70,2024-05-21,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",3.0,0,22,1,7.33,10,1,0
72,2024-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,13,1,4.33,12,1,0
73,2024-05-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,0,29,0,14.5,2,2,0
