match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2023-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",1,6,0,0,16.67,b Mohammed Shami,1
6,2023-04-03,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",47,29,5,2,162.07,c KH Pandya b MA Wood,2
12,2023-04-08,Mumbai Indians,"Wankhede Stadium, Mumbai",0,4,0,0,0.0,b JP Behrendorff,1
17,2023-04-12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",50,38,6,0,131.58,c YBK Jaiswal b YS Chahal,2
24,2023-04-17,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",83,45,6,6,184.44,b HV Patel,2
29,2023-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",77,57,12,1,135.09,not out,2
33,2023-04-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",56,40,4,3,140.0,c D Wiese b CV Varun,2
37,2023-04-27,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",8,16,1,0,50.0,c Sandeep Sharma b A Zampa,2
41,2023-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",92,52,16,1,176.92,not out,2
49,2023-05-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",44,42,4,0,104.76,lbw b Akash Madhwal,2
55,2023-05-10,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",10,13,1,0,76.92,lbw b AR Patel,2
61,2023-05-14,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",30,28,3,0,107.14,c RK Singh b SN Thakur,2
67,2023-05-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",87,52,11,3,167.31,c Aman Hakim Khan b A Nortje,2
71,2023-05-23,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",40,34,4,0,117.65,c Rashid Khan b Mohammed Shami,2
74,2023-05-29,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",47,25,4,2,188.0,c MM Sharma b Noor Ahmad,2
