innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,A Mithun,3.0,0,21,1,7.0,4,1,1
1,Royal Challengers Bangalore,CH Gayle,4.0,0,26,1,6.5,14,5,0
1,Royal Challengers Bangalore,DL Vettori,4.0,0,24,2,6.0,10,0,0
1,Royal Challengers Bangalore,S Aravind,4.0,0,20,2,5.0,13,1,0
1,Royal Challengers Bangalore,TM Dilshan,1.0,0,8,0,8.0,3,1,0
1,Royal Challengers Bangalore,Z Khan,4.0,0,26,1,6.5,7,0,0
2,Kochi Tuskers Kerala,P Parameswaran,2.1,0,44,0,20.31,3,0,1
2,Kochi Tuskers Kerala,R Vinay Kumar,3.0,0,18,1,6.0,10,0,0
2,Kochi Tuskers Kerala,RA Jadeja,4.0,0,24,0,6.0,11,0,0
2,Kochi Tuskers Kerala,RP Singh,2.0,0,13,0,6.5,6,2,0
2,Kochi Tuskers Kerala,RR Powar,2.0,0,27,0,13.5,3,0,0
