match_number,date,opponent,catches,stumpings,run_outs
43,2022-04-30,Gujarat Titans,1,0,0
49,2022-05-04,Chennai Super Kings,1,0,0
54,2022-05-08,Sunrisers Hyderabad,1,0,0
72,2022-05-25,Lucknow Super Giants,1,0,0
