match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Gujarat Lions,CR Woakes,3.0,0,35,0,11.67,4
3,Gujarat Lions,Kuldeep Yadav,4.0,0,25,2,6.25,8
3,Gujarat Lions,PP Chawla,4.0,0,33,1,8.25,7
3,Gujarat Lions,SP Narine,4.0,0,33,0,8.25,7
3,Gujarat Lions,TA Boult,4.0,0,40,1,10.0,8
3,Gujarat Lions,YK Pathan,1.0,0,15,0,15.0,1
7,Mumbai Indians,AS Rajpoot,4.0,0,37,3,9.25,13
7,Mumbai Indians,CR Woakes,4.0,0,34,1,8.5,8
7,Mumbai Indians,Kuldeep Yadav,4.0,0,35,1,8.75,9
7,Mumbai Indians,SP Narine,4.0,0,22,1,5.5,12
7,Mumbai Indians,TA Boult,3.5,0,47,0,12.26,6
11,Kings XI Punjab,C de Grandhomme,2.0,0,15,1,7.5,7
11,Kings XI Punjab,CR Woakes,3.0,0,30,2,10.0,6
11,Kings XI Punjab,PP Chawla,3.0,0,36,1,12.0,6
11,Kings XI Punjab,SP Narine,4.0,0,19,1,4.75,14
11,Kings XI Punjab,TA Boult,4.0,0,36,0,9.0,10
11,Kings XI Punjab,UT Yadav,4.0,0,33,4,8.25,11
14,Sunrisers Hyderabad,CR Woakes,4.0,0,49,2,12.25,4
14,Sunrisers Hyderabad,Kuldeep Yadav,4.0,0,23,1,5.75,12
14,Sunrisers Hyderabad,SP Narine,4.0,0,18,1,4.5,10
14,Sunrisers Hyderabad,TA Boult,4.0,0,33,1,8.25,10
14,Sunrisers Hyderabad,UT Yadav,3.0,0,27,0,9.0,8
14,Sunrisers Hyderabad,YK Pathan,1.0,0,2,1,2.0,4
18,Delhi Daredevils,C de Grandhomme,1.0,0,12,0,12.0,0
18,Delhi Daredevils,CR Woakes,4.0,0,31,1,7.75,4
18,Delhi Daredevils,Kuldeep Yadav,3.0,0,29,0,9.67,4
18,Delhi Daredevils,NM Coulter-Nile,4.0,0,22,3,5.5,12
18,Delhi Daredevils,SP Narine,4.0,0,20,1,5.0,8
18,Delhi Daredevils,UT Yadav,4.0,0,53,1,13.25,7
23,Gujarat Lions,CR Woakes,2.0,0,20,1,10.0,3
23,Gujarat Lions,Kuldeep Yadav,4.0,0,33,2,8.25,7
23,Gujarat Lions,NM Coulter-Nile,3.2,0,41,2,12.3,6
23,Gujarat Lions,SP Narine,4.0,0,42,0,10.5,7
23,Gujarat Lions,Shakib Al Hasan,3.0,0,31,0,10.33,5
23,Gujarat Lions,UT Yadav,2.0,0,17,1,8.5,2
27,Royal Challengers Bangalore,C de Grandhomme,1.4,0,4,3,2.4,7
27,Royal Challengers Bangalore,CR Woakes,2.0,0,6,3,3.0,10
27,Royal Challengers Bangalore,NM Coulter-Nile,3.0,0,21,3,7.0,11
27,Royal Challengers Bangalore,UT Yadav,3.0,0,15,1,5.0,11
30,Rising Pune Supergiant,C de Grandhomme,2.0,0,14,0,7.0,2
30,Rising Pune Supergiant,CR Woakes,3.0,0,38,0,12.67,3
30,Rising Pune Supergiant,Kuldeep Yadav,4.0,0,31,2,7.75,8
30,Rising Pune Supergiant,PP Chawla,4.0,0,36,1,9.0,6
30,Rising Pune Supergiant,SP Narine,4.0,0,34,1,8.5,6
30,Rising Pune Supergiant,UT Yadav,3.0,0,28,1,9.33,7
32,Delhi Daredevils,C de Grandhomme,1.0,0,15,0,15.0,0
32,Delhi Daredevils,CR Woakes,3.0,0,20,0,6.67,5
32,Delhi Daredevils,Kuldeep Yadav,4.0,0,27,0,6.75,4
32,Delhi Daredevils,NM Coulter-Nile,4.0,0,34,3,8.5,11
32,Delhi Daredevils,SP Narine,4.0,0,25,1,6.25,8
32,Delhi Daredevils,UT Yadav,4.0,0,38,1,9.5,8
37,Sunrisers Hyderabad,CR Woakes,4.0,0,46,1,11.5,8
37,Sunrisers Hyderabad,Kuldeep Yadav,4.0,0,43,0,10.75,5
37,Sunrisers Hyderabad,NM Coulter-Nile,4.0,0,34,0,8.5,6
37,Sunrisers Hyderabad,SP Narine,3.0,0,37,0,12.33,2
37,Sunrisers Hyderabad,UT Yadav,4.0,0,30,0,7.5,10
37,Sunrisers Hyderabad,YK Pathan,1.0,0,17,0,17.0,1
41,Rising Pune Supergiant,C de Grandhomme,0.2,0,7,0,21.0,0
41,Rising Pune Supergiant,CR Woakes,4.0,0,18,3,4.5,13
41,Rising Pune Supergiant,Kuldeep Yadav,4.0,0,35,1,8.75,10
41,Rising Pune Supergiant,NM Coulter-Nile,3.0,0,41,0,13.67,8
41,Rising Pune Supergiant,SP Narine,4.0,0,28,1,7.0,9
41,Rising Pune Supergiant,UT Yadav,4.0,0,23,1,5.75,10
46,Royal Challengers Bangalore,AS Rajpoot,4.0,0,25,0,6.25,6
46,Royal Challengers Bangalore,C de Grandhomme,2.0,0,15,0,7.5,2
46,Royal Challengers Bangalore,CR Woakes,4.0,0,39,1,9.75,8
46,Royal Challengers Bangalore,PP Chawla,2.0,0,13,0,6.5,1
46,Royal Challengers Bangalore,SP Narine,4.0,0,29,2,7.25,8
46,Royal Challengers Bangalore,UT Yadav,4.0,0,36,3,9.0,12
49,Kings XI Punjab,AS Rajpoot,2.0,0,17,0,8.5,1
49,Kings XI Punjab,C de Grandhomme,4.0,0,37,0,9.25,8
49,Kings XI Punjab,CR Woakes,4.0,0,20,2,5.0,11
49,Kings XI Punjab,Kuldeep Yadav,3.0,0,34,2,11.33,3
49,Kings XI Punjab,SP Narine,4.0,0,27,1,6.75,8
49,Kings XI Punjab,UT Yadav,3.0,0,26,1,8.67,6
54,Mumbai Indians,AS Rajpoot,3.0,0,14,1,4.67,7
54,Mumbai Indians,C de Grandhomme,2.0,0,16,0,8.0,7
54,Mumbai Indians,Kuldeep Yadav,3.0,0,25,1,8.33,4
54,Mumbai Indians,SP Narine,4.0,0,37,0,9.25,8
54,Mumbai Indians,TA Boult,4.0,0,30,2,7.5,12
54,Mumbai Indians,UT Yadav,4.0,0,40,0,10.0,8
58,Sunrisers Hyderabad,NM Coulter-Nile,4.0,0,20,3,5.0,10
58,Sunrisers Hyderabad,PP Chawla,3.0,0,27,1,9.0,7
58,Sunrisers Hyderabad,SP Narine,4.0,0,20,0,5.0,13
58,Sunrisers Hyderabad,TA Boult,4.0,0,30,1,7.5,7
58,Sunrisers Hyderabad,UT Yadav,4.0,0,21,2,5.25,12
58,Sunrisers Hyderabad,YK Pathan,1.0,0,7,0,7.0,2
59,Mumbai Indians,AS Rajpoot,1.0,0,14,0,14.0,0
59,Mumbai Indians,NM Coulter-Nile,3.0,0,15,1,5.0,6
59,Mumbai Indians,PP Chawla,4.0,0,34,2,8.5,9
59,Mumbai Indians,SP Narine,4.0,0,21,0,5.25,13
59,Mumbai Indians,UT Yadav,2.3,0,23,1,9.2,5
