innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,RG Sharma,18,13,Ishan Kishan,61,20,80,33
1,Mumbai Indians,2,Ishan Kishan,22,10,HH Pandya,10,8,33,18
1,Mumbai Indians,3,KA Pollard,5,2,Ishan Kishan,1,2,11,4
1,Mumbai Indians,4,SA Yadav,16,12,KA Pollard,8,10,27,22
1,Mumbai Indians,5,JDS Neesham,0,1,SA Yadav,0,0,0,1
1,Mumbai Indians,6,SA Yadav,24,8,KH Pandya,9,7,33,15
1,Mumbai Indians,7,NM Coulter-Nile,3,3,SA Yadav,19,8,22,11
1,Mumbai Indians,8,SA Yadav,23,9,PP Chawla,0,2,24,11
1,Mumbai Indians,9,SA Yadav,0,3,JJ Bumrah,0,0,0,3
1,Mumbai Indians,10,JJ Bumrah,5,2,TA Boult,0,0,5,2
2,Sunrisers Hyderabad,1,JJ Roy,34,21,Abhishek Sharma,25,11,64,32
2,Sunrisers Hyderabad,2,Abhishek Sharma,8,5,MK Pandey,6,5,15,10
2,Sunrisers Hyderabad,3,Mohammad Nabi,3,4,MK Pandey,14,6,18,9
2,Sunrisers Hyderabad,4,Abdul Samad,2,3,MK Pandey,1,1,3,4
2,Sunrisers Hyderabad,5,PK Garg,29,21,MK Pandey,26,15,56,36
2,Sunrisers Hyderabad,6,MK Pandey,7,4,JO Holder,1,2,10,6
2,Sunrisers Hyderabad,7,Rashid Khan,9,5,MK Pandey,2,2,11,7
2,Sunrisers Hyderabad,8,WP Saha,2,5,MK Pandey,3,3,5,8
2,Sunrisers Hyderabad,9,S Kaul,1,3,MK Pandey,10,5,11,8
