innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,MW Short,18,3.3
1,Punjab Kings,2,P Simran Singh,65,7.4
1,Punjab Kings,3,LS Livingstone,82,10.1
1,Punjab Kings,4,Atharva Taide,83,10.4
1,Punjab Kings,5,Harpreet Singh,175,18.4
1,Punjab Kings,6,SM Curran,197,19.6
1,Punjab Kings,7,JM Sharma,209,20.4
1,Punjab Kings,8,Harpreet Brar,214,20.6
2,Mumbai Indians,1,Ishan Kishan,8,2.1
2,Mumbai Indians,2,RG Sharma,84,10.3
2,Mumbai Indians,3,C Green,159,16.3
2,Mumbai Indians,4,SA Yadav,182,18.4
2,Mumbai Indians,5,Tilak Varma,200,20.3
2,Mumbai Indians,6,N Wadhera,200,20.4
