innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,SR Watson,4,4.2
1,Chennai Super Kings,2,F du Plessis,87,14.3
1,Chennai Super Kings,3,SK Raina,102,15.5
1,Chennai Super Kings,4,RA Jadeja,145,19.3
2,Delhi Capitals,1,PP Shaw,4,1.5
2,Delhi Capitals,2,S Dhawan,52,6.3
2,Delhi Capitals,3,RR Pant,63,7.2
2,Delhi Capitals,4,CA Ingram,66,8.4
2,Delhi Capitals,5,AR Patel,81,11.2
2,Delhi Capitals,6,SE Rutherford,83,11.6
2,Delhi Capitals,7,CH Morris,84,12.4
2,Delhi Capitals,8,SS Iyer,85,12.6
2,Delhi Capitals,9,J Suchith,92,16.2
2,Delhi Capitals,10,A Mishra,99,17.2
