innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,77,1,30,15.4,12,4
1,Chennai Super Kings,middle,75,2,54,8.33,9,17
1,Chennai Super Kings,powerplay,27,1,36,4.5,4,22
2,Delhi Capitals,death,18,5,35,3.09,1,21
2,Delhi Capitals,middle,33,4,34,5.82,3,12
2,Delhi Capitals,powerplay,48,1,29,9.93,7,10
