innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,A Mishra,3.0,0,16,0,5.33,6,0,0
1,Delhi Capitals,AR Patel,3.0,0,31,1,10.33,6,0,0
1,Delhi Capitals,CH Morris,4.0,0,47,1,11.75,9,1,1
1,Delhi Capitals,J Suchith,4.0,0,28,2,7.0,11,0,0
1,Delhi Capitals,SE Rutherford,2.0,0,19,0,9.5,0,2,0
1,Delhi Capitals,TA Boult,4.0,0,37,0,9.25,11,1,0
2,Chennai Super Kings,DJ Bravo,3.0,0,18,0,6.0,6,0,0
2,Chennai Super Kings,DL Chahar,3.0,0,32,1,10.67,6,0,0
2,Chennai Super Kings,Harbhajan Singh,4.0,0,28,1,7.0,10,0,0
2,Chennai Super Kings,Imran Tahir,3.2,1,12,4,3.6,12,0,0
2,Chennai Super Kings,RA Jadeja,3.0,0,9,3,3.0,9,0,0
