match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2017-04-06,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,34,28,1,2,121.43,c R Bhatia b A Zampa,4
7,2017-04-09,Kolkata Knight Riders,Wankhede Stadium,50,29,5,3,172.41,c SP Narine b AS Rajpoot,3
10,2017-04-12,Sunrisers Hyderabad,Wankhede Stadium,45,36,3,2,125.0,b B Kumar,4
12,2017-04-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,11,16,1,0,68.75,c S Aravind b S Badree,5
16,2017-04-16,Gujarat Lions,Wankhede Stadium,53,36,4,2,147.22,c KD Karthik b AJ Tye,3
22,2017-04-20,Kings XI Punjab,Holkar Cricket Stadium,62,34,0,7,182.35,not out,3
25,2017-04-22,Delhi Daredevils,Wankhede Stadium,8,9,1,0,88.89,c CJ Anderson b PJ Cummins,3
28,2017-04-24,Rising Pune Supergiant,Wankhede Stadium,3,9,0,0,33.33,c JD Unadkat b DT Christian,3
35,2017-04-29,Gujarat Lions,Saurashtra Cricket Association Stadium,19,16,1,1,118.75,lbw b Ankit Soni,3
38,2017-05-01,Royal Challengers Bangalore,Wankhede Stadium,27,28,4,0,96.43,c TM Head b P Negi,3
48,2017-05-08,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",9,11,2,0,81.82,c B Kumar b S Kaul,3
51,2017-05-11,Kings XI Punjab,Wankhede Stadium,12,12,2,0,100.0,c MJ Guptill b AR Patel,3
