innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,PC Valthaty,25,4.5
1,Kings XI Punjab,2,AC Gilchrist,231,20.5
2,Royal Challengers Bangalore,1,CH Gayle,4,2.3
2,Royal Challengers Bangalore,2,V Kohli,17,4.6
2,Royal Challengers Bangalore,3,SS Tiwary,34,6.6
2,Royal Challengers Bangalore,4,AUK Pathan,43,7.6
2,Royal Challengers Bangalore,5,M Kaif,72,11.4
2,Royal Challengers Bangalore,6,KB Arun Karthik,88,13.2
2,Royal Challengers Bangalore,7,AB de Villiers,89,13.6
2,Royal Challengers Bangalore,8,JJ van der Wath,95,15.1
2,Royal Challengers Bangalore,9,A Mithun,103,16.3
2,Royal Challengers Bangalore,10,CK Langeveldt,121,17.6
