innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,PC Valthaty,20,17,2,1,117.65,c SS Tiwary b CK Langeveldt,1
1,Kings XI Punjab,AC Gilchrist,106,55,8,9,192.73,c CH Gayle b CK Langeveldt,2
1,Kings XI Punjab,SE Marsh,79,49,7,5,161.22,not out,3
1,Kings XI Punjab,DJ Hussey,0,1,0,0,0.0,not out,4
2,Royal Challengers Bangalore,CH Gayle,0,7,0,0,0.0,c AC Gilchrist b RJ Harris,1
2,Royal Challengers Bangalore,SS Tiwary,6,11,1,0,54.55,c DJ Hussey b SJ Srivastava,2
2,Royal Challengers Bangalore,V Kohli,11,11,2,0,100.0,c KD Karthik b RJ Harris,3
2,Royal Challengers Bangalore,AB de Villiers,34,27,3,1,125.93,c AC Gilchrist b PP Chawla,4
2,Royal Challengers Bangalore,AUK Pathan,7,4,0,1,175.0,c DJ Hussey b PC Valthaty,5
2,Royal Challengers Bangalore,M Kaif,15,11,3,0,136.36,st AC Gilchrist b PP Chawla,6
2,Royal Challengers Bangalore,KB Arun Karthik,6,6,1,0,100.0,b PP Chawla,7
2,Royal Challengers Bangalore,JJ van der Wath,4,5,0,0,80.0,lbw b PP Chawla,8
2,Royal Challengers Bangalore,A Mithun,10,7,0,1,142.86,c DJ Hussey b RJ Harris,9
2,Royal Challengers Bangalore,CK Langeveldt,8,8,0,1,100.0,b SJ Srivastava,10
2,Royal Challengers Bangalore,S Aravind,11,5,2,0,220.0,not out,11
