match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
1,Mumbai Indians,PA Patel,0,2,0,0,0.0,c SR Tendulkar b SL Malinga
1,Mumbai Indians,ML Hayden,44,35,6,1,125.71,c Z Khan b ST Jayasuriya
1,Mumbai Indians,SK Raina,8,9,1,0,88.89,c RR Raje b DJ Bravo
1,Mumbai Indians,A Flintoff,24,23,2,1,104.35,c & b Harbhajan Singh
1,Mumbai Indians,MS Dhoni,36,26,1,2,138.46,b SL Malinga
1,Mumbai Indians,JDP Oram,8,6,0,1,133.33,c PR Shah b ST Jayasuriya
1,Mumbai Indians,S Badrinath,0,2,0,0,0.0,c DJ Bravo b SL Malinga
1,Mumbai Indians,Joginder Sharma,16,15,0,1,106.67,not out
1,Mumbai Indians,T Thushara,1,2,0,0,50.0,not out
5,Royal Challengers Bangalore,PA Patel,30,26,2,1,115.38,b KP Pietersen
5,Royal Challengers Bangalore,ML Hayden,65,35,9,2,185.71,run out (R Dravid)
5,Royal Challengers Bangalore,SK Raina,28,29,1,1,96.55,c V Kohli b P Kumar
5,Royal Challengers Bangalore,MS Dhoni,16,14,0,1,114.29,c R Bishnoi b P Kumar
5,Royal Challengers Bangalore,A Flintoff,22,13,2,1,169.23,not out
5,Royal Challengers Bangalore,JA Morkel,5,3,1,0,166.67,b DW Steyn
9,Delhi Daredevils,PA Patel,16,15,2,0,106.67,c AB de Villiers b PJ Sangwan
9,Delhi Daredevils,ML Hayden,57,27,5,3,211.11,c DP Nannes b PJ Sangwan
9,Delhi Daredevils,SK Raina,41,27,5,1,151.85,c AB de Villiers b PJ Sangwan
9,Delhi Daredevils,MS Dhoni,5,7,0,0,71.43,c KD Karthik b DL Vettori
9,Delhi Daredevils,A Flintoff,16,17,1,0,94.12,c DA Warner b A Nehra
9,Delhi Daredevils,JA Morkel,13,14,1,0,92.86,not out
9,Delhi Daredevils,S Badrinath,7,8,0,0,87.5,c DA Warner b DL Vettori
9,Delhi Daredevils,MS Gony,6,2,0,1,300.0,"run out (V Sehwag, DL Vettori)"
9,Delhi Daredevils,Joginder Sharma,4,3,0,0,133.33,run out (DA Warner)
9,Delhi Daredevils,L Balaji,0,0,0,0,0.0,"run out (PJ Sangwan, DP Nannes)"
9,Delhi Daredevils,M Muralitharan,0,1,0,0,0.0,not out
16,Deccan Chargers,PA Patel,0,2,0,0,0.0,c AC Gilchrist b FH Edwards
16,Deccan Chargers,ML Hayden,49,35,8,0,140.0,c RG Sharma b PP Ojha
16,Deccan Chargers,SK Raina,25,19,1,2,131.58,c & b RG Sharma
16,Deccan Chargers,MS Dhoni,22,22,1,1,100.0,c Shoaib Ahmed b PP Ojha
16,Deccan Chargers,JDP Oram,41,29,4,2,141.38,not out
16,Deccan Chargers,JA Morkel,13,7,1,1,185.71,c RP Singh b Y Venugopal Rao
16,Deccan Chargers,S Badrinath,8,9,1,0,88.89,c & b RP Singh
22,Rajasthan Royals,PA Patel,3,11,0,0,27.27,c Kamran Khan b YK Pathan
22,Rajasthan Royals,ML Hayden,1,2,0,0,50.0,b YK Pathan
22,Rajasthan Royals,SK Raina,98,55,10,5,178.18,c GC Smith b MM Patel
22,Rajasthan Royals,S Badrinath,29,27,4,0,107.41,st M Rawat b SK Warne
22,Rajasthan Royals,JDP Oram,2,6,0,0,33.33,c AD Mascarenhas b MM Patel
22,Rajasthan Royals,MS Dhoni,22,19,0,1,115.79,not out
22,Rajasthan Royals,JA Morkel,4,1,1,0,400.0,not out
26,Delhi Daredevils,M Vijay,14,13,2,0,107.69,c R Bhatia b A Nehra
