innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,20,1,Rajasthan Royals,HH Pandya,JC Archer,YC Barde,,upheld,False
2,3,2,Mumbai Indians,AM Rahane,SL Malinga,YC Barde,,struck down,False
