innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,17,5,Royal Challengers Bengaluru,LS Livingstone,KA Jamieson,J Madanagopal,wicket,struck down,True
1,18,3,Royal Challengers Bengaluru,JM Sharma,Vijaykumar Vyshak,Nitin Menon,wicket,upheld,False
1,20,2,Royal Challengers Bengaluru,R Shepherd,Arshdeep Singh,Nitin Menon,wicket,struck down,False
2,6,4,Royal Challengers Bengaluru,JP Inglis,Yash Dayal,J Madanagopal,wicket,struck down,False
2,16,4,Royal Challengers Bengaluru,Shashank Singh,JR Hazlewood,J Madanagopal,wicket,struck down,False
