innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,PD Salt,18,2.4
1,Royal Challengers Bengaluru,2,MA Agarwal,56,7.2
1,Royal Challengers Bengaluru,3,RM Patidar,96,11.5
1,Royal Challengers Bengaluru,4,V Kohli,131,15.5
1,Royal Challengers Bengaluru,5,LS Livingstone,167,17.5
1,Royal Challengers Bengaluru,6,JM Sharma,171,18.4
1,Royal Challengers Bengaluru,7,R Shepherd,188,20.2
1,Royal Challengers Bengaluru,8,KH Pandya,189,20.4
1,Royal Challengers Bengaluru,9,B Kumar,190,20.6
2,Punjab Kings,1,Priyansh Arya,43,5.6
2,Punjab Kings,2,P Simran Singh,72,9.3
2,Punjab Kings,3,SS Iyer,79,10.4
2,Punjab Kings,4,JP Inglis,98,13.1
2,Punjab Kings,5,N Wadhera,136,17.2
2,Punjab Kings,6,MP Stoinis,142,17.4
2,Punjab Kings,7,Azmatullah Omarzai,145,18.2
