cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
1359475,1,2023-03-31,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,0,5,Rashid Khan,178/7,182/5,20.0,19.2,,20,league,Nitin Menon,HAS Khalid,VK Sharma,J Srinath
1359476,2,2023-04-01,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,,7,0,Arshdeep Singh,191/5,146/7,20.0,16.0,D/L,16,league,BNJ Oxenford,YC Barde,J Madanagopal,M Nayyar
1359477,3,2023-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,,50,0,MA Wood,193/6,143/9,20.0,20.0,,20,league,AK Chaudhary,NA Patwardhan,GR Sadashiv Iyer,DS Manohar
1359478,4,2023-04-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,,72,0,JC Buttler,203/5,131/8,20.0,20.0,,20,league,KN Ananthapadmanabhan,R Pandit,Navdeep Singh,V Narayan Kutty
1359479,5,2023-04-02,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,8,F du Plessis,171/7,172/2,20.0,16.2,,20,league,Nitin Menon,Tapan Sharma,VK Sharma,J Srinath
1359480,6,2023-04-03,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,,12,0,MM Ali,217/7,205/7,20.0,20.0,,20,league,A Totre,BNJ Oxenford,UV Gandhe,M Nayyar
1359481,7,2023-04-04,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,0,6,B Sai Sudharsan,162/8,163/4,20.0,18.1,,20,league,A Nand Kishore,GR Sadashiv Iyer,AK Chaudhary,DS Manohar
1359482,8,2023-04-05,"Barsapara Cricket Stadium, Guwahati",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,,5,0,NT Ellis,197/4,192/7,20.0,20.0,,20,league,KN Ananthapadmanabhan,MV Saidharshan Kumar,R Pandit,V Narayan Kutty
1359483,9,2023-04-06,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,,81,0,SN Thakur,204/7,123/10,20.0,17.4,,20,league,Vinod Seshan,VK Sharma,Nitin Menon,Shakti Singh
1359484,10,2023-04-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,,0,5,KH Pandya,121/8,127/5,20.0,16.0,,20,league,J Madanagopal,YC Barde,BNJ Oxenford,M Nayyar
