innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,RG Sharma,8,7,JM Bairstow,10,7,19,14
1,Mumbai Indians,2,Tilak Varma,17,12,JM Bairstow,28,17,51,28
1,Mumbai Indians,3,Tilak Varma,27,16,SA Yadav,44,26,72,41
1,Mumbai Indians,4,HH Pandya,0,1,Tilak Varma,0,1,0,2
1,Mumbai Indians,5,Naman Dhir,23,11,HH Pandya,15,12,38,23
1,Mumbai Indians,6,Naman Dhir,14,7,RA Bawa,3,2,17,9
1,Mumbai Indians,7,MJ Santner,0,1,RA Bawa,5,2,6,3
2,Punjab Kings,1,Priyansh Arya,7,4,P Simran Singh,6,9,13,13
2,Punjab Kings,2,JP Inglis,29,12,Priyansh Arya,13,6,42,18
2,Punjab Kings,3,SS Iyer,8,7,JP Inglis,9,9,17,16
2,Punjab Kings,4,N Wadhera,48,29,SS Iyer,34,18,84,47
2,Punjab Kings,5,Shashank Singh,2,3,SS Iyer,11,3,13,6
2,Punjab Kings,6,SS Iyer,34,13,MP Stoinis,2,2,38,14
