innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,DR Smith,4,1.4
1,Mumbai Indians,2,AP Tare,8,2.1
1,Mumbai Indians,3,RG Sharma,16,4.2
1,Mumbai Indians,4,KD Karthik,52,10.3
1,Mumbai Indians,5,AT Rayudu,100,16.1
1,Mumbai Indians,6,Harbhajan Singh,125,18.5
1,Mumbai Indians,7,R Dhawan,133,19.4
1,Mumbai Indians,8,MG Johnson,135,20.1
1,Mumbai Indians,9,SL Malinga,135,20.3
2,Chennai Super Kings,1,MEK Hussey,2,1.4
2,Chennai Super Kings,2,SK Raina,2,1.5
2,Chennai Super Kings,3,S Badrinath,3,2.4
2,Chennai Super Kings,4,DJ Bravo,35,6.6
2,Chennai Super Kings,5,RA Jadeja,36,7.4
2,Chennai Super Kings,6,M Vijay,39,8.3
2,Chennai Super Kings,7,JA Morkel,57,11.6
2,Chennai Super Kings,8,CH Morris,58,12.3
2,Chennai Super Kings,9,R Ashwin,99,18.4
