innings,over,ball,team,player_in,player_out,reason
1,15,1,Kolkata Knight Riders,A Raghuvanshi,CV Varun,impact_player
2,1,1,Lucknow Super Giants,Ravi Bishnoi,MR Marsh,impact_player
