innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,AK Markram,99,11.2
1,Lucknow Super Giants,2,MR Marsh,170,16.2
1,Lucknow Super Giants,3,Abdul Samad,221,19.2
2,Kolkata Knight Riders,1,Q de Kock,37,3.3
2,Kolkata Knight Riders,2,SP Narine,91,7.2
2,Kolkata Knight Riders,3,AM Rahane,162,13.6
2,Kolkata Knight Riders,4,Ramandeep Singh,166,14.6
2,Kolkata Knight Riders,5,A Raghuvanshi,173,15.6
2,Kolkata Knight Riders,6,VR Iyer,177,16.2
2,Kolkata Knight Riders,7,AD Russell,185,17.1
