match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2015-04-10,Kings XI Punjab,Maharashtra Cricket Association Stadium,46,33,2,3,139.39,c DA Miller b Anureet Singh,7
6,2015-04-12,Delhi Daredevils,Feroz Shah Kotla,17,11,2,0,154.55,b Imran Tahir,7
9,2015-04-14,Mumbai Indians,"Sardar Patel Stadium, Motera",6,6,0,0,100.0,not out,5
11,2015-04-16,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,5,1,0,120.0,not out,6
18,2015-04-21,Kings XI Punjab,"Sardar Patel Stadium, Motera",1,3,0,0,33.33,c GJ Maxwell b Sandeep Sharma,6
22,2015-04-24,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",4,5,0,0,80.0,c KD Karthik b HV Patel,8
36,2015-05-03,Delhi Daredevils,Brabourne Stadium,8,4,1,0,200.0,not out,4
41,2015-05-07,Sunrisers Hyderabad,Brabourne Stadium,30,19,2,2,157.89,c RS Bopara b B Kumar,6
47,2015-05-10,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",16,13,2,0,123.08,c DJ Bravo b MM Sharma,7
54,2015-05-16,Kolkata Knight Riders,Brabourne Stadium,6,6,1,0,100.0,c SA Yadav b AD Russell,5
58,2015-05-20,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,4,4,1,0,100.0,c & b S Aravind,7
