match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2013-04-03,Kolkata Knight Riders,Eden Gardens,3.0,0,20,1,6.67,10,0,0
4,2013-04-06,Rajasthan Royals,Feroz Shah Kotla,4.0,0,35,2,8.75,10,1,0
10,2013-04-09,Mumbai Indians,Wankhede Stadium,4.0,0,49,2,12.25,6,0,0
21,2013-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,31,1,7.75,12,1,0
32,2013-04-23,Kings XI Punjab,Feroz Shah Kotla,3.0,0,28,1,9.33,5,0,0
39,2013-04-28,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,4.0,0,27,0,6.75,6,1,0
44,2013-05-01,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,4.0,0,37,1,9.25,9,1,0
48,2013-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2.0,0,14,1,7.0,5,1,0
64,2013-05-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,37,0,9.25,9,0,0
67,2013-05-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,4.0,0,38,2,9.5,12,0,0
