innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,RV Uthappa,15,11,RD Gaikwad,10,8,25,19
1,Chennai Super Kings,2,MM Ali,5,7,RD Gaikwad,6,5,11,12
1,Chennai Super Kings,3,AT Rayudu,27,27,MM Ali,35,23,62,50
1,Chennai Super Kings,4,S Dube,2,3,MM Ali,8,5,10,8
1,Chennai Super Kings,5,RA Jadeja,1,2,S Dube,1,2,2,4
1,Chennai Super Kings,6,MS Dhoni,3,6,RA Jadeja,9,6,12,12
1,Chennai Super Kings,7,DJ Bravo,8,5,RA Jadeja,13,7,25,12
1,Chennai Super Kings,8,CJ Jordan,6,3,DJ Bravo,0,0,7,3
2,Sunrisers Hyderabad,1,Abhishek Sharma,56,33,KS Williamson,32,40,89,73
2,Sunrisers Hyderabad,2,RA Tripathi,35,14,Abhishek Sharma,19,17,56,30
2,Sunrisers Hyderabad,3,N Pooran,5,2,RA Tripathi,4,1,10,3
