match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
6,2013-04-07,Pune Warriors,Subrata Roy Sahara Stadium,31,26,4,0,119.23,b R Sharma,2
11,2013-04-10,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",9,10,1,0,90.0,c DJ Bravo b DP Nannes,1
18,2013-04-14,Rajasthan Royals,Sawai Mansingh Stadium,2,8,0,0,25.0,c STR Binny b S Sreesanth,1
20,2013-04-16,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",41,30,6,0,136.67,c MS Bisla b JH Kallis,2
25,2013-04-19,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",10,11,1,0,90.91,c Q de Kock b I Sharma,1
29,2013-04-21,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",77,58,7,0,132.76,not out,2
32,2013-04-23,Delhi Daredevils,Feroz Shah Kotla,24,15,5,0,160.0,run out (DA Warner),2
35,2013-04-26,Kolkata Knight Riders,Eden Gardens,25,20,5,0,125.0,c EJG Morgan b JH Kallis,2
41,2013-04-29,Mumbai Indians,Wankhede Stadium,9,8,2,0,112.5,b SL Malinga,1
45,2013-05-02,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",15,15,2,0,100.0,c SK Raina b MM Sharma,2
51,2013-05-06,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",16,12,3,0,133.33,c KB Arun Karthik b R Vinay Kumar,1
55,2013-05-09,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",0,3,0,0,0.0,c & b A Chandila,1
59,2013-05-11,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",0,2,0,0,0.0,c CL White b DW Steyn,2
69,2013-05-18,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,1,5,0,0,20.0,c KA Pollard b R Dhawan,2
