match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2020-09-20,Kings XI Punjab,Dubai International Cricket Stadium,4.0,0,33,0,8.25,10,0,0
7,2020-09-25,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,21,2,5.25,12,3,0
11,2020-09-29,Sunrisers Hyderabad,Sheikh Zayed Stadium,4.0,0,40,0,10.0,5,0,0
16,2020-10-03,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,33,3,8.25,9,0,0
19,2020-10-05,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,22,2,5.5,11,1,0
23,2020-10-09,Rajasthan Royals,Sharjah Cricket Stadium,4.0,0,25,1,6.25,12,2,0
27,2020-10-11,Mumbai Indians,Sheikh Zayed Stadium,4.0,0,28,0,7.0,11,1,0
30,2020-10-14,Rajasthan Royals,Dubai International Cricket Stadium,4.0,0,33,2,8.25,9,0,0
34,2020-10-17,Chennai Super Kings,Sharjah Cricket Stadium,4.0,0,44,2,11.0,10,0,0
42,2020-10-24,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,27,2,6.75,9,0,0
47,2020-10-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,4.0,0,37,1,9.25,10,3,0
51,2020-10-31,Mumbai Indians,Dubai International Cricket Stadium,2.2,0,25,1,10.71,6,0,0
55,2020-11-02,Royal Challengers Bangalore,Sheikh Zayed Stadium,4.0,0,33,3,8.25,10,0,0
57,2020-11-05,Mumbai Indians,Dubai International Cricket Stadium,4.0,0,50,1,12.5,9,0,0
59,2020-11-08,Sunrisers Hyderabad,Sheikh Zayed Stadium,4.0,0,36,0,9.0,10,0,0
60,2020-11-10,Mumbai Indians,Dubai International Cricket Stadium,2.4,0,25,2,9.38,6,0,0
