match_number,date,opponent,catches,stumpings,run_outs
11,2016-04-17,Delhi Daredevils,1,0,0
39,2016-05-09,Kings XI Punjab,1,0,0
56,2016-05-22,Delhi Daredevils,0,0,1
60,2016-05-29,Sunrisers Hyderabad,2,0,0
