innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiants,1,F du Plessis,24,4.6
1,Rising Pune Supergiants,2,SPD Smith,80,13.2
1,Rising Pune Supergiants,3,NLTC Perera,99,15.5
1,Rising Pune Supergiants,4,AM Rahane,119,18.1
1,Rising Pune Supergiants,5,JA Morkel,133,19.1
2,Kolkata Knight Riders,1,RV Uthappa,0,1.1
2,Kolkata Knight Riders,2,G Gambhir,31,3.5
2,Kolkata Knight Riders,3,Shakib Al Hasan,60,7.3
2,Kolkata Knight Riders,4,YK Pathan,111,15.2
2,Kolkata Knight Riders,5,SA Yadav,119,16.5
2,Kolkata Knight Riders,6,AD Russell,139,18.5
2,Kolkata Knight Riders,7,R Sathish,151,19.4
2,Kolkata Knight Riders,8,PP Chawla,156,20.2
