innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rising Pune Supergiants,death,60,2,30,12.0,7,7
1,Rising Pune Supergiants,middle,69,2,54,7.67,5,11
1,Rising Pune Supergiants,powerplay,31,1,36,5.17,3,16
2,Kolkata Knight Riders,death,67,5,41,9.8,7,12
2,Kolkata Knight Riders,middle,36,1,41,5.27,3,16
2,Kolkata Knight Riders,powerplay,59,2,35,10.11,9,12
