innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiants,1,AM Rahane,20,15,F du Plessis,4,9,24,24
1,Rising Pune Supergiants,2,AM Rahane,25,22,SPD Smith,31,28,56,50
1,Rising Pune Supergiants,3,AM Rahane,6,6,NLTC Perera,12,9,19,15
1,Rising Pune Supergiants,4,JA Morkel,3,5,AM Rahane,16,9,20,14
1,Rising Pune Supergiants,5,MS Dhoni,1,2,JA Morkel,13,4,14,6
1,Rising Pune Supergiants,6,R Bhatia,1,1,MS Dhoni,22,10,27,11
2,Kolkata Knight Riders,1,RV Uthappa,0,1,G Gambhir,0,0,0,1
2,Kolkata Knight Riders,2,SA Yadav,18,11,G Gambhir,11,5,31,16
2,Kolkata Knight Riders,3,Shakib Al Hasan,3,9,SA Yadav,23,13,29,22
2,Kolkata Knight Riders,4,YK Pathan,36,27,SA Yadav,14,20,51,47
2,Kolkata Knight Riders,5,AD Russell,3,4,SA Yadav,5,5,8,9
2,Kolkata Knight Riders,6,R Sathish,3,5,AD Russell,14,7,20,12
2,Kolkata Knight Riders,7,PP Chawla,5,2,R Sathish,7,3,12,5
2,Kolkata Knight Riders,8,UT Yadav,1,1,PP Chawla,3,3,5,4
2,Kolkata Knight Riders,9,UT Yadav,6,1,SP Narine,0,0,6,1
