match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
1,Kolkata Knight Riders,MEK Hussey,3,13,0,0,23.08,b SP Narine
1,Kolkata Knight Riders,AP Tare,24,22,2,1,109.09,c & b Shakib Al Hasan
1,Kolkata Knight Riders,AT Rayudu,48,40,4,0,120.0,st RV Uthappa b SP Narine
1,Kolkata Knight Riders,RG Sharma,27,20,0,1,135.0,c JH Kallis b M Morkel
1,Kolkata Knight Riders,KA Pollard,6,8,0,0,75.0,not out
1,Kolkata Knight Riders,CJ Anderson,2,8,0,0,25.0,b SP Narine
1,Kolkata Knight Riders,Harbhajan Singh,0,2,0,0,0.0,b SP Narine
1,Kolkata Knight Riders,CM Gautam,7,7,1,0,100.0,st RV Uthappa b PP Chawla
5,Royal Challengers Bangalore,MEK Hussey,16,15,2,0,106.67,c YS Chahal b JA Morkel
5,Royal Challengers Bangalore,AP Tare,17,18,2,0,94.44,c NJ Maddinson b VR Aaron
5,Royal Challengers Bangalore,AT Rayudu,35,37,1,0,94.59,c AB de Villiers b MA Starc
5,Royal Challengers Bangalore,RG Sharma,2,5,0,0,40.0,c AB de Villiers b YS Chahal
5,Royal Challengers Bangalore,KA Pollard,3,7,0,0,42.86,c S Rana b YS Chahal
5,Royal Challengers Bangalore,CJ Anderson,18,19,2,0,94.74,c V Kohli b MA Starc
5,Royal Challengers Bangalore,Harbhajan Singh,8,8,1,0,100.0,b VR Aaron
5,Royal Challengers Bangalore,Z Khan,0,2,0,0,0.0,c S Rana b AB Dinda
5,Royal Challengers Bangalore,SL Malinga,2,4,0,0,50.0,run out (Yuvraj Singh)
5,Royal Challengers Bangalore,PP Ojha,1,5,0,0,20.0,not out
5,Royal Challengers Bangalore,JJ Bumrah,1,1,0,0,100.0,not out
13,Chennai Super Kings,MEK Hussey,1,7,0,0,14.29,b BW Hilfenhaus
13,Chennai Super Kings,AP Tare,23,19,4,0,121.05,c SK Raina b MM Sharma
13,Chennai Super Kings,CJ Anderson,39,31,3,1,125.81,run out (R Ashwin)
13,Chennai Super Kings,RG Sharma,50,41,3,2,121.95,c DR Smith b BW Hilfenhaus
13,Chennai Super Kings,KA Pollard,12,11,1,0,109.09,b MM Sharma
13,Chennai Super Kings,AT Rayudu,1,2,0,0,50.0,c SK Raina b MM Sharma
13,Chennai Super Kings,CM Gautam,7,4,1,0,175.0,not out
13,Chennai Super Kings,Harbhajan Singh,0,2,0,0,0.0,c BB McCullum b MM Sharma
13,Chennai Super Kings,Z Khan,7,3,0,1,233.33,not out
16,Delhi Daredevils,RG Sharma,4,5,0,0,80.0,run out (Mohammed Shami)
16,Delhi Daredevils,AP Tare,8,10,1,0,80.0,c Q de Kock b WD Parnell
16,Delhi Daredevils,CJ Anderson,13,14,2,0,92.86,c Q de Kock b JD Unadkat
16,Delhi Daredevils,AT Rayudu,14,21,1,0,66.67,c LR Shukla b S Nadeem
16,Delhi Daredevils,MEK Hussey,10,18,0,0,55.56,b JD Unadkat
16,Delhi Daredevils,KA Pollard,33,30,2,2,110.0,not out
16,Delhi Daredevils,CM Gautam,22,18,3,0,122.22,"run out (S Nadeem, Mohammed Shami)"
16,Delhi Daredevils,Harbhajan Singh,10,5,1,1,200.0,retired hurt
20,Sunrisers Hyderabad,BR Dunk,20,17,4,0,117.65,b DJG Sammy
20,Sunrisers Hyderabad,RG Sharma,1,5,0,0,20.0,b B Kumar
20,Sunrisers Hyderabad,CJ Anderson,1,8,0,0,12.5,c NV Ojha b DW Steyn
20,Sunrisers Hyderabad,AT Rayudu,35,27,5,0,129.63,c DA Warner b IK Pathan
20,Sunrisers Hyderabad,KA Pollard,78,48,3,6,162.5,b IK Pathan
20,Sunrisers Hyderabad,AP Tare,7,5,1,0,140.0,c NV Ojha b DW Steyn
20,Sunrisers Hyderabad,Harbhajan Singh,1,3,0,0,33.33,c S Dhawan b B Kumar
20,Sunrisers Hyderabad,CM Gautam,4,5,1,0,80.0,not out
20,Sunrisers Hyderabad,Z Khan,1,2,0,0,50.0,not out
22,Kings XI Punjab,BR Dunk,5,4,1,0,125.0,c WP Saha b Sandeep Sharma
22,Kings XI Punjab,CM Gautam,33,29,2,2,113.79,lbw b R Dhawan
22,Kings XI Punjab,AT Rayudu,8,5,2,0,160.0,lbw b Sandeep Sharma
22,Kings XI Punjab,RG Sharma,39,34,4,2,114.71,c WP Saha b L Balaji
22,Kings XI Punjab,CJ Anderson,35,25,3,2,140.0,c DA Miller b R Dhawan
22,Kings XI Punjab,KA Pollard,28,12,2,2,233.33,not out
22,Kings XI Punjab,AP Tare,16,6,1,1,266.67,not out
27,Royal Challengers Bangalore,BR Dunk,15,14,2,0,107.14,c Yuvraj Singh b HV Patel
27,Royal Challengers Bangalore,CM Gautam,30,28,2,3,107.14,c PA Patel b VR Aaron
27,Royal Challengers Bangalore,AT Rayudu,9,9,1,0,100.0,b AB Dinda
27,Royal Challengers Bangalore,RG Sharma,59,35,3,4,168.57,not out
27,Royal Challengers Bangalore,CJ Anderson,6,4,0,1,150.0,c V Kohli b YS Chahal
27,Royal Challengers Bangalore,KA Pollard,43,31,6,0,138.71,"run out (PA Patel, MA Starc)"
33,Chennai Super Kings,LMP Simmons,38,38,3,2,100.0,c F du Plessis b R Ashwin
33,Chennai Super Kings,CM Gautam,9,8,2,0,112.5,c BB McCullum b S Badree
33,Chennai Super Kings,AT Rayudu,59,43,2,4,137.21,c RA Jadeja b MM Sharma
33,Chennai Super Kings,RG Sharma,19,19,1,0,100.0,c SK Raina b R Ashwin
