innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,JC Buttler,41,32,3,3,128.12,st Q de Kock b RD Chahar,1
1,Rajasthan Royals,YBK Jaiswal,32,20,2,2,160.0,c & b RD Chahar,2
1,Rajasthan Royals,SV Samson,42,27,5,0,155.56,b TA Boult,3
1,Rajasthan Royals,S Dube,35,31,2,2,112.9,c & b JJ Bumrah,4
1,Rajasthan Royals,DA Miller,7,4,1,0,175.0,not out,5
1,Rajasthan Royals,R Parag,8,7,1,0,114.29,not out,6
2,Mumbai Indians,RG Sharma,14,17,0,1,82.35,c C Sakariya b CH Morris,1
2,Mumbai Indians,Q de Kock,70,50,6,2,140.0,not out,2
2,Mumbai Indians,SA Yadav,16,10,3,0,160.0,c JC Buttler b CH Morris,3
2,Mumbai Indians,KH Pandya,39,26,2,2,150.0,b Mustafizur Rahman,4
2,Mumbai Indians,KA Pollard,16,8,2,1,200.0,not out,5
