innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Capitals,death,52,2,30,10.4,7,8
1,Delhi Capitals,middle,50,1,54,5.56,4,26
1,Delhi Capitals,powerplay,28,5,36,4.67,3,23
2,Gujarat Titans,death,45,2,30,9.0,4,7
2,Gujarat Titans,middle,49,1,54,5.44,3,21
2,Gujarat Titans,powerplay,31,3,36,5.17,6,26
