match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2025-03-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,5,0,0,20.0,c A Manohar b Simarjeet Singh,1
6,2025-03-26,Kolkata Knight Riders,"Barsapara Cricket Stadium, Guwahati",29,24,2,2,120.83,c Harshit Rana b MM Ali,1
11,2025-03-30,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",4,3,1,0,133.33,c R Ashwin b KK Ahmed,1
18,2025-04-05,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",67,45,3,5,148.89,b LH Ferguson,1
23,2025-04-09,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",6,7,1,0,85.71,c Rashid Khan b Arshad Khan,1
28,2025-04-13,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",75,47,10,2,159.57,lbw b JR Hazlewood,1
32,2025-04-16,Delhi Capitals,"Arun Jaitley Stadium, Delhi",51,37,3,4,137.84,c MA Starc b Kuldeep Yadav,1
36,2025-04-19,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",74,52,5,4,142.31,b Avesh Khan,1
42,2025-04-24,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",49,19,7,3,257.89,c R Shepherd b JR Hazlewood,1
47,2025-04-28,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",70,40,9,2,175.0,not out,1
50,2025-05-01,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",13,6,0,2,216.67,b TA Boult,1
53,2025-05-04,Kolkata Knight Riders,"Eden Gardens, Kolkata",34,21,5,1,161.9,c RK Singh b MM Ali,1
59,2025-05-18,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",50,25,9,1,200.0,c MJ Owen b Harpreet Brar,1
62,2025-05-20,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",36,19,5,2,189.47,b A Kamboj,1
