match_number,date,opponent,catches,stumpings,run_outs
13,2008-04-27,Delhi Daredevils,0,0,1
25,2008-05-05,Royal Challengers Bangalore,1,0,0
31,2008-05-10,Chennai Super Kings,1,0,0
34,2008-05-12,Royal Challengers Bangalore,1,0,0
45,2008-05-21,Mumbai Indians,0,0,1
