innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,DA Warner,0,1.3
1,Sunrisers Hyderabad,2,WP Saha,29,5.6
1,Sunrisers Hyderabad,3,KS Williamson,60,10.5
1,Sunrisers Hyderabad,4,MK Pandey,61,11.1
1,Sunrisers Hyderabad,5,KM Jadhav,74,13.6
1,Sunrisers Hyderabad,6,JO Holder,90,16.1
1,Sunrisers Hyderabad,7,Abdul Samad,115,19.2
1,Sunrisers Hyderabad,8,Rashid Khan,133,20.4
1,Sunrisers Hyderabad,9,Sandeep Sharma,134,20.6
2,Delhi Capitals,1,PP Shaw,20,3.5
2,Delhi Capitals,2,S Dhawan,72,11.5
