match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
11,2010-03-19,Chennai Super Kings,Feroz Shah Kotla,6,8,1,0,75.0,c ML Hayden b L Balaji,1
15,2010-03-21,Deccan Chargers,Barabati Stadium,57,33,4,4,172.73,"run out (RP Singh, AC Gilchrist)",1
20,2010-03-25,Royal Challengers Bangalore,M Chinnaswamy Stadium,33,14,3,2,235.71,c R Vinay Kumar b DW Steyn,1
26,2010-03-29,Kolkata Knight Riders,Feroz Shah Kotla,107,69,9,5,155.07,not out,1
29,2010-03-31,Rajasthan Royals,Feroz Shah Kotla,4,8,0,0,50.0,b S Narwal,1
35,2010-04-04,Royal Challengers Bangalore,Feroz Shah Kotla,33,22,3,2,150.0,c V Kohli b A Kumble,1
39,2010-04-07,Kolkata Knight Riders,Eden Gardens,0,5,0,0,0.0,b AB Dinda,1
44,2010-04-11,Kings XI Punjab,Feroz Shah Kotla,6,11,1,0,54.55,"run out (K Goel, KC Sangakkara)",1
47,2010-04-13,Mumbai Indians,Brabourne Stadium,31,15,5,1,206.67,c AG Murtaza b CRD Fernando,1
50,2010-04-15,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,2,0,0,0.0,c M Vijay b R Ashwin,2
55,2010-04-18,Deccan Chargers,Feroz Shah Kotla,5,4,1,0,125.0,c RG Sharma b MR Marsh,1
