innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,HH Gibbs,8,2.4
1,Deccan Chargers,2,TL Suman,37,6.3
1,Deccan Chargers,3,AC Gilchrist,62,10.4
1,Deccan Chargers,4,DR Smith,85,13.6
1,Deccan Chargers,5,RG Sharma,118,18.1
1,Deccan Chargers,6,Y Venugopal Rao,137,20.1
2,Mumbai Indians,1,ST Jayasuriya,7,2.4
2,Mumbai Indians,2,SR Tendulkar,7,2.5
2,Mumbai Indians,3,PR Shah,60,9.5
2,Mumbai Indians,4,DJ Bravo,97,15.1
2,Mumbai Indians,5,AM Nayar,103,16.5
2,Mumbai Indians,6,Harbhajan Singh,103,16.6
2,Mumbai Indians,7,JP Duminy,108,18.1
2,Mumbai Indians,8,SS Tiwary,109,18.3
