innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,PP Shaw,7,6,S Dhawan,2,4,10,9
1,Delhi Capitals,2,SS Iyer,16,10,S Dhawan,2,4,19,13
1,Delhi Capitals,3,CA Ingram,47,32,S Dhawan,36,24,83,56
1,Delhi Capitals,4,RR Pant,16,9,S Dhawan,3,4,19,13
1,Delhi Capitals,5,KMA Paul,3,5,RR Pant,21,5,26,10
1,Delhi Capitals,6,RR Pant,4,1,AR Patel,4,2,8,3
1,Delhi Capitals,7,RR Pant,37,12,R Tewatia,9,4,48,16
2,Mumbai Indians,1,RG Sharma,14,13,Q de Kock,18,8,33,21
2,Mumbai Indians,2,SA Yadav,2,6,Q de Kock,1,4,4,10
2,Mumbai Indians,3,Q de Kock,8,4,Yuvraj Singh,0,0,8,4
2,Mumbai Indians,4,KA Pollard,21,13,Yuvraj Singh,28,17,50,30
2,Mumbai Indians,5,Yuvraj Singh,0,1,HH Pandya,0,2,0,3
2,Mumbai Indians,6,KH Pandya,32,15,Yuvraj Singh,5,7,39,22
2,Mumbai Indians,7,Yuvraj Singh,14,4,BCJ Cutting,3,4,19,8
2,Mumbai Indians,8,MJ McClenaghan,9,5,Yuvraj Singh,6,6,17,11
2,Mumbai Indians,9,Rasikh Salam,5,4,MJ McClenaghan,1,3,6,7
2,Mumbai Indians,10,Rasikh Salam,5,4,MJ McClenaghan,1,3,6,7
