innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,10,2.3
1,Delhi Capitals,2,SS Iyer,29,4.4
1,Delhi Capitals,3,CA Ingram,112,13.6
1,Delhi Capitals,4,S Dhawan,131,16.1
1,Delhi Capitals,5,KMA Paul,157,17.5
1,Delhi Capitals,6,AR Patel,165,18.2
2,Mumbai Indians,1,RG Sharma,33,4.3
2,Mumbai Indians,2,SA Yadav,37,6.1
2,Mumbai Indians,3,Q de Kock,45,6.5
2,Mumbai Indians,4,KA Pollard,95,11.5
2,Mumbai Indians,5,HH Pandya,95,12.2
2,Mumbai Indians,6,KH Pandya,134,15.6
2,Mumbai Indians,7,BCJ Cutting,153,17.2
2,Mumbai Indians,8,Yuvraj Singh,170,19.1
2,Mumbai Indians,9,MJ McClenaghan,176,20.2
