innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,BCJ Cutting,2.0,0,27,1,13.5,2,0,0
1,Mumbai Indians,HH Pandya,4.0,0,41,1,10.25,7,1,0
1,Mumbai Indians,JJ Bumrah,4.0,0,40,1,10.0,7,0,0
1,Mumbai Indians,KH Pandya,2.0,0,21,0,10.5,3,0,0
1,Mumbai Indians,MJ McClenaghan,4.0,0,40,3,10.0,10,0,0
1,Mumbai Indians,Rasikh Salam,4.0,0,42,0,10.5,8,1,2
2,Delhi Capitals,AR Patel,3.0,0,42,1,14.0,2,0,0
2,Delhi Capitals,I Sharma,4.0,0,34,2,8.5,12,0,0
2,Delhi Capitals,K Rabada,4.0,0,23,2,5.75,9,3,0
2,Delhi Capitals,KMA Paul,3.0,0,21,1,7.0,8,2,0
2,Delhi Capitals,R Tewatia,1.2,1,12,1,9.0,4,0,0
2,Delhi Capitals,TA Boult,4.0,0,42,1,10.5,7,1,0
