match_number,date,opponent,catches,stumpings,run_outs
10,2017-04-12,Mumbai Indians,1,0,0
40,2017-05-02,Delhi Daredevils,1,0,0
44,2017-05-06,Rising Pune Supergiant,0,0,1
48,2017-05-08,Mumbai Indians,1,0,0
58,2017-05-17,Kolkata Knight Riders,0,0,1
