match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2018-04-08,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,4,6,0,0,66.67,lbw b Mujeeb Ur Rahman,1
6,2018-04-11,Rajasthan Royals,Sawai Mansingh Stadium,0,0,0,0,0.0,run out (),2
26,2018-04-27,Kolkata Knight Riders,Arun Jaitley Stadium,33,18,4,2,183.33,b Shivam Mavi,2
30,2018-04-30,Chennai Super Kings,Maharashtra Cricket Association Stadium,26,16,3,2,162.5,c KV Sharma b KM Asif,2
32,2018-05-02,Rajasthan Royals,Arun Jaitley Stadium,0,1,0,0,0.0,c JC Buttler b DS Kulkarni,2
