innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,18,4,Rajasthan Royals,Ashutosh Sharma,Sandeep Sharma,A Totre,wicket,struck down,False
2,13,2,Delhi Capitals,N Rana,Mukesh Kumar,K Kelkar,wicket,struck down,False
2,16,5,Rajasthan Royals,Dhruv Jurel,Kuldeep Yadav,A Totre,wicket,upheld,False
