match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2012-04-04,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",19,19,3,0,100.0,c KA Pollard b PP Ojha,4
6,2012-04-07,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,43,18,0,5,238.89,not out,7
11,2012-04-10,Delhi Daredevils,Feroz Shah Kotla,22,31,1,0,70.97,b UT Yadav,6
13,2012-04-12,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",25,15,2,1,166.67,not out,5
16,2012-04-14,Pune Warriors,Subrata Roy Sahara Stadium,5,2,1,0,250.0,not out,7
24,2012-04-19,Pune Warriors,"MA Chidambaram Stadium, Chepauk",12,8,0,1,150.0,c AD Mathews b A Nehra,5
26,2012-04-21,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",16,10,1,0,160.0,not out,5
37,2012-04-28,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",30,21,0,2,142.86,c PP Chawla b P Kumar,7
41,2012-04-30,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",12,12,0,1,100.0,c Iqbal Abdulla b JH Kallis,4
46,2012-05-04,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",12,4,0,1,300.0,not out,7
49,2012-05-06,Mumbai Indians,Wankhede Stadium,40,33,4,1,121.21,b SL Malinga,4
56,2012-05-10,Rajasthan Royals,Sawai Mansingh Stadium,10,15,0,0,66.67,c STR Binny b SK Trivedi,4
63,2012-05-14,Kolkata Knight Riders,Eden Gardens,11,7,0,1,157.14,not out,6
66,2012-05-17,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,48,43,2,3,111.63,c AC Gilchrist b RJ Harris,5
74,2012-05-23,Mumbai Indians,M Chinnaswamy Stadium,33,14,3,2,235.71,not out,7
75,2012-05-25,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",33,12,3,2,275.0,not out,6
