cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
597998,1,2013-04-03,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6,SP Narine,128/10,129/4,20.0,18.4,,20,league,S Ravi,SJA Taufel,S Asnani,DC Boon
597999,2,2013-04-04,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,,2,0,CH Gayle,156/5,154/5,20.0,20.0,,20,league,VA Kulkarni,C Shamshuddin,K Srinath,AJ Pycroft
598000,3,2013-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad,,22,0,A Mishra,126/6,104/10,20.0,18.5,,20,league,S Ravi,SJA Taufel,CK Nandan,DC Boon
598001,4,2013-04-06,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Rajasthan Royals,,5,0,R Dravid,165/7,160/6,20.0,20.0,,20,league,S Das,C Shamshuddin,AK Chaudhary,AJ Pycroft
598002,5,2013-04-06,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,,9,0,KA Pollard,148/6,139/9,20.0,20.0,,20,league,M Erasmus,VA Kulkarni,K Srinath,J Srinath
598003,6,2013-04-07,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Kings XI Punjab,,0,8,M Vohra,99/9,100/2,20.0,12.2,,20,league,S Asnani,SJA Taufel,CK Nandan,RS Madugalle
598004,7,2013-04-07,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,,tie,0,0,GH Vihari,130/8,130/7,20.0,20.0,,20,league,AK Chaudhary,S Ravi,K Srinath,DC Boon
598005,8,2013-04-08,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,,19,0,SK Trivedi,144/6,125/10,20.0,19.0,,20,league,Aleem Dar,S Das,C Shamshuddin,AJ Pycroft
598048,9,2013-04-09,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,,0,7,V Kohli,161/6,162/3,20.0,17.4,,20,league,S Ravi,SJA Taufel,CK Nandan,DC Boon
598006,10,2013-04-09,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,,44,0,KD Karthik,209/5,165/9,20.0,20.0,,20,league,M Erasmus,VA Kulkarni,S Asnani,RS Madugalle
