match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
1,Kolkata Knight Riders,UBT Chand,0,1,0,0,0.0,b B Lee
1,Kolkata Knight Riders,DA Warner,21,19,4,0,110.53,c JH Kallis b SP Narine
1,Kolkata Knight Riders,DPMD Jayawardene,66,52,8,1,126.92,c SP Narine b B Lee
1,Kolkata Knight Riders,MC Juneja,8,9,1,0,88.89,c LR Shukla b L Balaji
1,Kolkata Knight Riders,NV Ojha,9,9,1,0,100.0,c B Lee b R Bhatia
1,Kolkata Knight Riders,J Botha,7,6,1,0,116.67,lbw b R Bhatia
1,Kolkata Knight Riders,IK Pathan,4,7,0,0,57.14,c MK Tiwary b SP Narine
1,Kolkata Knight Riders,AD Russell,4,8,0,0,50.0,c & b SP Narine
1,Kolkata Knight Riders,S Nadeem,4,8,0,0,50.0,"run out (MS Bisla, SP Narine)"
1,Kolkata Knight Riders,A Nehra,0,1,0,0,0.0,c LR Shukla b SP Narine
4,Rajasthan Royals,DA Warner,77,56,9,1,137.5,run out (BJ Hodge)
4,Rajasthan Royals,UBT Chand,23,19,2,1,121.05,b S Sreesanth
4,Rajasthan Royals,DPMD Jayawardene,19,16,1,0,118.75,c AM Rahane b R Shukla
4,Rajasthan Royals,MC Juneja,20,18,1,1,111.11,c BJ Hodge b KK Cooper
4,Rajasthan Royals,AD Russell,7,6,0,0,116.67,b KK Cooper
4,Rajasthan Royals,J Botha,2,3,0,0,66.67,lbw b KK Cooper
4,Rajasthan Royals,IK Pathan,1,1,0,0,100.0,not out
4,Rajasthan Royals,NV Ojha,0,1,0,0,0.0,not out
10,Mumbai Indians,UBT Chand,0,1,0,0,0.0,c RT Ponting b Harbhajan Singh
10,Mumbai Indians,DA Warner,61,37,5,4,164.86,c AT Rayudu b MG Johnson
10,Mumbai Indians,DPMD Jayawardene,3,6,0,0,50.0,c KD Karthik b MG Johnson
10,Mumbai Indians,MC Juneja,49,40,6,0,122.5,run out (R Dhawan)
10,Mumbai Indians,BMAJ Mendis,0,1,0,0,0.0,c & b KA Pollard
10,Mumbai Indians,IK Pathan,10,12,0,0,83.33,c MG Johnson b PP Ojha
10,Mumbai Indians,KM Jadhav,1,2,0,0,50.0,c & b SL Malinga
10,Mumbai Indians,S Nadeem,2,3,0,0,66.67,c R Dhawan b PP Ojha
10,Mumbai Indians,M Morkel,23,9,3,1,255.56,not out
10,Mumbai Indians,A Nehra,1,5,0,0,20.0,c PP Ojha b KA Pollard
10,Mumbai Indians,UT Yadav,5,4,1,0,125.0,not out
14,Sunrisers Hyderabad,DA Warner,0,4,0,0,0.0,c Anand Rajan b DW Steyn
14,Sunrisers Hyderabad,V Sehwag,12,10,2,0,120.0,c CL White b I Sharma
14,Sunrisers Hyderabad,DPMD Jayawardene,12,14,1,1,85.71,c DW Steyn b I Sharma
14,Sunrisers Hyderabad,MC Juneja,15,22,0,0,68.18,c CL White b A Mishra
14,Sunrisers Hyderabad,J Botha,9,14,1,0,64.29,c PA Reddy b Anand Rajan
14,Sunrisers Hyderabad,IK Pathan,23,30,1,0,76.67,c GH Vihari b NLTC Perera
14,Sunrisers Hyderabad,KM Jadhav,30,20,1,2,150.0,not out
14,Sunrisers Hyderabad,M Morkel,0,1,0,0,0.0,c A Ashish Reddy b NLTC Perera
14,Sunrisers Hyderabad,S Nadeem,0,1,0,0,0.0,b DW Steyn
14,Sunrisers Hyderabad,UT Yadav,6,5,1,0,120.0,not out
21,Royal Challengers Bangalore,DA Warner,15,13,3,0,115.38,c & b R Vinay Kumar
21,Royal Challengers Bangalore,V Sehwag,25,23,4,0,108.7,c V Kohli b AB McDonald
21,Royal Challengers Bangalore,MC Juneja,17,16,2,0,106.25,c R Vinay Kumar b JD Unadkat
21,Royal Challengers Bangalore,DPMD Jayawardene,28,31,2,0,90.32,run out (R Vinay Kumar)
21,Royal Challengers Bangalore,BJ Rohrer,14,14,2,0,100.0,c V Kohli b JD Unadkat
21,Royal Challengers Bangalore,KM Jadhav,29,16,2,1,181.25,not out
21,Royal Challengers Bangalore,IK Pathan,19,8,2,1,237.5,not out
24,Chennai Super Kings,DA Warner,1,4,0,0,25.0,b MM Sharma
24,Chennai Super Kings,V Sehwag,17,13,1,1,130.77,c MEK Hussey b MM Sharma
24,Chennai Super Kings,MC Juneja,2,3,0,0,66.67,lbw b MM Sharma
24,Chennai Super Kings,DPMD Jayawardene,6,11,1,0,54.55,lbw b CH Morris
24,Chennai Super Kings,BMAJ Mendis,12,17,0,0,70.59,"run out (SK Raina, RA Jadeja)"
24,Chennai Super Kings,KM Jadhav,31,28,3,0,110.71,c DJ Bravo b JA Morkel
24,Chennai Super Kings,IK Pathan,2,6,0,0,33.33,c DJ Bravo b RA Jadeja
24,Chennai Super Kings,AB Agarkar,3,7,0,0,42.86,c DJ Bravo b R Ashwin
24,Chennai Super Kings,M Morkel,2,4,0,0,50.0,b R Ashwin
24,Chennai Super Kings,S Nadeem,2,7,0,0,28.57,not out
24,Chennai Super Kings,UT Yadav,1,5,0,0,20.0,c SK Raina b DJ Bravo
28,Mumbai Indians,DPMD Jayawardene,59,43,8,1,137.21,lbw b SL Malinga
28,Mumbai Indians,V Sehwag,95,57,13,2,166.67,not out
28,Mumbai Indians,DA Warner,7,5,1,0,140.0,not out
32,Kings XI Punjab,DPMD Jayawardene,4,4,1,0,100.0,c DJ Hussey b P Kumar
32,Kings XI Punjab,V Sehwag,23,21,2,1,109.52,c Mandeep Singh b Harmeet Singh
32,Kings XI Punjab,RE van der Merwe,8,9,1,0,88.89,c Mandeep Singh b P Awana
32,Kings XI Punjab,DA Warner,40,36,4,1,111.11,b P Kumar
32,Kings XI Punjab,MC Juneja,14,20,1,0,70.0,c P Awana b Harmeet Singh
32,Kings XI Punjab,KM Jadhav,0,2,0,0,0.0,c Mandeep Singh b Harmeet Singh
32,Kings XI Punjab,J Botha,1,2,0,0,50.0,c DA Miller b BA Bhatt
32,Kings XI Punjab,IK Pathan,14,17,1,0,82.35,not out
32,Kings XI Punjab,AB Agarkar,9,9,0,0,100.0,not out
39,Pune Warriors,DPMD Jayawardene,12,17,2,0,70.59,c LJ Wright b AB Dinda
39,Pune Warriors,V Sehwag,28,26,2,2,107.69,c RV Uthappa b AB Dinda
39,Pune Warriors,UBT Chand,17,19,2,0,89.47,c RV Uthappa b R Sharma
39,Pune Warriors,DA Warner,51,25,4,4,204.0,not out
39,Pune Warriors,BJ Rohrer,13,13,1,0,100.0,c RV Uthappa b AM Nayar
39,Pune Warriors,KM Jadhav,25,19,0,2,131.58,c M Manhas b AB Dinda
39,Pune Warriors,IK Pathan,4,1,1,0,400.0,not out
44,Kolkata Knight Riders,DPMD Jayawardene,5,8,0,0,62.5,c JH Kallis b L Balaji
44,Kolkata Knight Riders,V Sehwag,17,15,3,0,113.33,c YK Pathan b JH Kallis
44,Kolkata Knight Riders,UBT Chand,37,39,4,0,94.87,c L Balaji b B Lee
44,Kolkata Knight Riders,DA Warner,66,42,6,3,157.14,not out
44,Kolkata Knight Riders,BJ Rohrer,10,3,0,1,333.33,not out
48,Sunrisers Hyderabad,DPMD Jayawardene,11,12,1,1,91.67,lbw b I Sharma
48,Sunrisers Hyderabad,V Sehwag,8,17,0,0,47.06,b DJG Sammy
48,Sunrisers Hyderabad,UBT Chand,17,24,3,0,70.83,b DW Steyn
48,Sunrisers Hyderabad,DA Warner,8,15,0,0,53.33,st PA Patel b A Mishra
48,Sunrisers Hyderabad,BMAJ Mendis,11,9,0,0,122.22,c I Sharma b DJG Sammy
48,Sunrisers Hyderabad,KM Jadhav,3,4,0,0,75.0,c & b KV Sharma
48,Sunrisers Hyderabad,IK Pathan,13,19,0,0,68.42,b DW Steyn
48,Sunrisers Hyderabad,J Botha,1,7,0,0,14.29,c PA Patel b NLTC Perera
48,Sunrisers Hyderabad,S Nadeem,0,3,0,0,0.0,"run out (GH Vihari, DJG Sammy)"
48,Sunrisers Hyderabad,A Nehra,0,1,0,0,0.0,b NLTC Perera
48,Sunrisers Hyderabad,UT Yadav,2,5,0,0,40.0,not out
52,Rajasthan Royals,DPMD Jayawardene,34,31,4,1,109.68,c R Dravid b SK Trivedi
52,Rajasthan Royals,V Sehwag,11,7,2,0,157.14,b JP Faulkner
52,Rajasthan Royals,CM Gautam,2,3,0,0,66.67,c SV Samson b SR Watson
52,Rajasthan Royals,DA Warner,13,18,2,0,72.22,c Sachin Baby b STR Binny
52,Rajasthan Royals,BJ Rohrer,64,40,9,1,160.0,not out
52,Rajasthan Royals,KM Jadhav,23,21,2,0,109.52,not out
57,Royal Challengers Bangalore,DPMD Jayawardene,19,13,4,0,146.15,b JD Unadkat
57,Royal Challengers Bangalore,V Sehwag,18,10,4,0,180.0,c CA Pujara b JD Unadkat
57,Royal Challengers Bangalore,UBT Chand,41,35,4,1,117.14,c R Vinay Kumar b JD Unadkat
57,Royal Challengers Bangalore,DA Warner,4,6,1,0,66.67,b MC Henriques
57,Royal Challengers Bangalore,BJ Rohrer,32,27,4,0,118.52,b R Vinay Kumar
57,Royal Challengers Bangalore,KM Jadhav,8,8,0,0,100.0,c R Vinay Kumar b JD Unadkat
57,Royal Challengers Bangalore,IK Pathan,23,11,2,2,209.09,not out
57,Royal Challengers Bangalore,M Morkel,19,10,3,0,190.0,b JD Unadkat
57,Royal Challengers Bangalore,UT Yadav,4,1,1,0,400.0,not out
64,Chennai Super Kings,V Sehwag,0,2,0,0,0.0,c MS Dhoni b MM Sharma
64,Chennai Super Kings,UBT Chand,16,12,2,1,133.33,c JO Holder b MM Sharma
64,Chennai Super Kings,J Botha,23,20,3,1,115.0,c JO Holder b R Ashwin
64,Chennai Super Kings,DA Warner,44,37,2,1,118.92,c M Vijay b JA Morkel
64,Chennai Super Kings,KM Jadhav,2,4,0,0,50.0,c MS Dhoni b JA Morkel
64,Chennai Super Kings,BJ Rohrer,4,5,0,0,80.0,c R Ashwin b JA Morkel
64,Chennai Super Kings,RE van der Merwe,14,16,1,0,87.5,c SK Raina b R Ashwin
64,Chennai Super Kings,IK Pathan,4,5,0,0,80.0,b DJ Bravo
64,Chennai Super Kings,UT Yadav,12,9,0,1,133.33,not out
64,Chennai Super Kings,A Nehra,0,1,0,0,0.0,c MS Dhoni b DJ Bravo
64,Chennai Super Kings,S Kaul,7,9,0,0,77.78,not out
67,Kings XI Punjab,DPMD Jayawardene,39,42,3,1,92.86,c M Vohra b Sandeep Sharma
67,Kings XI Punjab,UBT Chand,7,8,0,1,87.5,b P Kumar
67,Kings XI Punjab,IK Pathan,1,7,0,0,14.29,c AC Gilchrist b Sandeep Sharma
67,Kings XI Punjab,DA Warner,0,1,0,0,0.0,c SE Marsh b Sandeep Sharma
67,Kings XI Punjab,V Sehwag,30,22,6,0,136.36,c AC Gilchrist b P Awana
67,Kings XI Punjab,BJ Rohrer,49,29,4,3,168.97,b PP Chawla
67,Kings XI Punjab,CM Gautam,12,8,2,0,150.0,not out
67,Kings XI Punjab,M Morkel,13,4,0,2,325.0,c DA Miller b PP Chawla
71,Pune Warriors,DPMD Jayawardene,14,13,3,0,107.69,c LJ Wright b AG Murtaza
71,Pune Warriors,DA Warner,2,5,0,0,40.0,c RV Uthappa b WD Parnell
71,Pune Warriors,B Chipli,16,18,1,1,88.89,lbw b AG Murtaza
71,Pune Warriors,V Sehwag,11,10,2,0,110.0,c RV Gomez b AG Murtaza
71,Pune Warriors,BJ Rohrer,7,9,1,0,77.78,b AB Dinda
71,Pune Warriors,IK Pathan,24,28,2,0,85.71,c MK Pandey b AD Mathews
71,Pune Warriors,CM Gautam,30,23,2,1,130.43,c RV Gomez b AD Mathews
