innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,6,2,Lucknow Super Giants,N Pooran,Sandeep Sharma,Vinod Seshan,wicket,struck down,False
1,6,3,Rajasthan Royals,RR Pant,Sandeep Sharma,Vinod Seshan,wicket,struck down,False
1,10,2,Rajasthan Royals,A Badoni,PWH de Silva,Vinod Seshan,wicket,struck down,True
2,18,6,Rajasthan Royals,R Parag,Avesh Khan,J Madanagopal,wicket,struck down,False
