innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,MR Marsh,4,6,AK Markram,12,8,16,14
1,Lucknow Super Giants,2,N Pooran,11,8,AK Markram,17,10,30,18
1,Lucknow Super Giants,3,RR Pant,3,9,AK Markram,5,5,8,14
1,Lucknow Super Giants,4,A Badoni,40,27,AK Markram,32,22,76,49
1,Lucknow Super Giants,5,DA Miller,3,3,A Badoni,10,7,13,10
1,Lucknow Super Giants,6,Abdul Samad,30,10,DA Miller,4,5,37,15
2,Rajasthan Royals,1,YBK Jaiswal,51,32,V Suryavanshi,34,20,85,52
2,Rajasthan Royals,2,N Rana,8,7,YBK Jaiswal,1,1,9,8
2,Rajasthan Royals,3,YBK Jaiswal,22,19,R Parag,38,24,62,43
2,Rajasthan Royals,4,Dhruv Jurel,4,3,R Parag,1,2,5,5
2,Rajasthan Royals,5,Dhruv Jurel,2,2,SO Hetmyer,12,7,14,9
2,Rajasthan Royals,6,SB Dubey,3,3,Dhruv Jurel,0,0,3,3
