innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bengaluru,1,PD Salt,4,4,V Kohli,0,0,4,4
1,Royal Challengers Bengaluru,2,RM Patidar,16,9,V Kohli,1,3,17,12
1,Royal Challengers Bengaluru,3,LS Livingstone,4,6,RM Patidar,1,2,5,8
1,Royal Challengers Bengaluru,4,RM Patidar,4,4,JM Sharma,2,7,6,11
1,Royal Challengers Bengaluru,5,KH Pandya,1,2,RM Patidar,0,0,1,2
1,Royal Challengers Bengaluru,6,TH David,6,6,RM Patidar,2,3,8,9
1,Royal Challengers Bengaluru,7,MS Bhandage,1,4,TH David,0,0,1,4
1,Royal Challengers Bengaluru,8,B Kumar,8,13,TH David,13,7,21,20
1,Royal Challengers Bengaluru,9,Yash Dayal,0,1,TH David,0,0,0,1
1,Royal Challengers Bengaluru,10,JR Hazlewood,0,1,TH David,31,13,32,13
2,Punjab Kings,1,Priyansh Arya,8,7,P Simran Singh,13,9,22,16
2,Punjab Kings,2,SS Iyer,2,2,Priyansh Arya,8,4,10,6
2,Punjab Kings,3,JP Inglis,14,16,SS Iyer,5,8,20,24
2,Punjab Kings,4,N Wadhera,1,1,JP Inglis,0,1,1,2
2,Punjab Kings,5,N Wadhera,22,16,Shashank Singh,1,5,28,21
2,Punjab Kings,6,MP Stoinis,7,2,N Wadhera,10,2,17,4
