innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,3.0,0,23,2,7.67,8,0,0
1,Punjab Kings,Harpreet Brar,2.0,0,25,2,12.5,8,0,1
1,Punjab Kings,M Jansen,3.0,0,10,2,3.33,11,0,0
1,Punjab Kings,XC Bartlett,3.0,0,26,1,8.67,9,0,0
1,Punjab Kings,YS Chahal,3.0,0,11,2,3.67,7,0,0
2,Royal Challengers Bengaluru,B Kumar,3.0,0,26,2,8.67,7,0,0
2,Royal Challengers Bengaluru,JR Hazlewood,3.0,0,14,3,4.67,9,0,0
2,Royal Challengers Bengaluru,KH Pandya,1.0,0,10,0,10.0,2,0,0
2,Royal Challengers Bengaluru,Suyash Sharma,3.0,0,25,0,8.33,8,0,0
2,Royal Challengers Bengaluru,Yash Dayal,2.1,0,18,0,8.31,5,2,0
