innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,VR Iyer,79,11.5
1,Kolkata Knight Riders,2,N Rana,92,12.5
1,Kolkata Knight Riders,3,Shubman Gill,133,16.4
1,Kolkata Knight Riders,4,RA Tripathi,145,18.1
2,Rajasthan Royals,1,YBK Jaiswal,0,1.3
2,Rajasthan Royals,2,SV Samson,1,2.1
2,Rajasthan Royals,3,LS Livingstone,12,4.2
2,Rajasthan Royals,4,Anuj Rawat,13,4.4
2,Rajasthan Royals,5,GD Phillips,33,8.3
2,Rajasthan Royals,6,S Dube,34,8.6
2,Rajasthan Royals,7,CH Morris,35,9.6
2,Rajasthan Royals,8,JD Unadkat,62,12.2
2,Rajasthan Royals,9,C Sakariya,85,16.3
2,Rajasthan Royals,10,R Tewatia,85,17.1
