innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,44,2,30,8.8,4,9
1,Kolkata Knight Riders,middle,93,2,54,10.33,11,9
1,Kolkata Knight Riders,powerplay,34,0,36,5.67,4,20
2,Rajasthan Royals,death,28,3,34,4.94,4,22
2,Rajasthan Royals,middle,41,3,34,7.24,6,19
2,Rajasthan Royals,powerplay,16,4,29,3.31,1,18
