match_number,date,opponent,catches,stumpings,run_outs
20,2008-05-02,Chennai Super Kings,1,0,0
23,2008-05-04,Mumbai Indians,2,0,0
37,2008-05-15,Deccan Chargers,2,0,0
40,2008-05-17,Kings XI Punjab,1,0,0
43,2008-05-19,Royal Challengers Bangalore,0,0,1
