innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,Avesh Khan,3.0,0,30,0,10.0,7,1,0
1,Delhi Capitals,CH Morris,4.0,0,30,3,7.5,9,1,0
1,Delhi Capitals,GH Vihari,1.0,0,9,0,9.0,0,0,0
1,Delhi Capitals,HV Patel,4.0,0,37,0,9.25,8,2,0
1,Delhi Capitals,K Rabada,4.0,0,32,2,8.0,11,0,0
1,Delhi Capitals,S Lamichhane,4.0,0,27,2,6.75,7,0,0
2,Kings XI Punjab,GC Viljoen,3.0,0,22,1,7.33,9,0,0
2,Kings XI Punjab,M Ashwin,2.0,0,19,0,9.5,3,0,0
2,Kings XI Punjab,Mohammed Shami,4.0,0,27,2,6.75,12,0,0
2,Kings XI Punjab,Mujeeb Ur Rahman,4.0,0,36,0,9.0,7,1,0
2,Kings XI Punjab,R Ashwin,4.0,0,31,2,7.75,8,3,0
2,Kings XI Punjab,SM Curran,2.2,1,11,4,4.71,6,1,0
