innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,5,Kings XI Punjab,SM Curran,CH Morris,CB Gaffaney,,struck down,True
2,13,5,Delhi Capitals,CA Ingram,GC Viljoen,AK Chaudhary,,upheld,False
