innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,Priyansh Arya,19,2.5
1,Punjab Kings,2,MJ Owen,34,3.6
1,Punjab Kings,3,P Simran Singh,34,4.1
1,Punjab Kings,4,SS Iyer,101,11.3
1,Punjab Kings,5,N Wadhera,159,16.6
2,Rajasthan Royals,1,V Suryavanshi,76,5.5
2,Rajasthan Royals,2,YBK Jaiswal,109,9.4
2,Rajasthan Royals,3,SV Samson,114,11.2
2,Rajasthan Royals,4,R Parag,144,14.2
2,Rajasthan Royals,5,SO Hetmyer,181,18.2
2,Rajasthan Royals,6,Dhruv Jurel,200,20.3
2,Rajasthan Royals,7,PWH de Silva,200,20.4
