innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Lions,DR Smith,15,14,3,0,107.14,c CH Morris b S Nadeem,1
1,Gujarat Lions,BB McCullum,1,4,0,0,25.0,b Z Khan,2
1,Gujarat Lions,AJ Finch,5,5,1,0,100.0,c RR Pant b S Nadeem,3
1,Gujarat Lions,SK Raina,24,20,1,1,120.0,st Q de Kock b A Mishra,4
1,Gujarat Lions,KD Karthik,53,43,5,0,123.26,b Mohammed Shami,5
1,Gujarat Lions,RA Jadeja,36,26,4,1,138.46,not out,6
1,Gujarat Lions,JP Faulkner,7,6,0,0,116.67,b CH Morris,7
1,Gujarat Lions,Ishan Kishan,2,2,0,0,100.0,"run out (SW Billings, Q de Kock)",8
2,Delhi Daredevils,Q de Kock,46,45,4,1,102.22,c DR Smith b S Kaushik,1
2,Delhi Daredevils,RR Pant,69,40,9,2,172.5,c KD Karthik b RA Jadeja,2
2,Delhi Daredevils,SV Samson,19,13,1,1,146.15,not out,3
2,Delhi Daredevils,JP Duminy,13,7,2,0,185.71,not out,4
