match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2025-03-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",97,42,5,9,230.95,not out,3
13,2025-04-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",52,30,3,4,173.33,not out,3
18,2025-04-05,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",10,5,2,0,200.0,b JC Archer,3
22,2025-04-08,Chennai Super Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",9,7,0,1,128.57,b KK Ahmed,3
27,2025-04-12,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",82,36,6,6,227.78,c TM Head b HV Patel,3
31,2025-04-15,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,2,0,0,0.0,c Ramandeep Singh b Harshit Rana,3
34,2025-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",7,10,0,0,70.0,c JM Sharma b JR Hazlewood,3
37,2025-04-20,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",6,10,1,0,60.0,c KH Pandya b R Shepherd,3
44,2025-04-26,Kolkata Knight Riders,"Eden Gardens, Kolkata",25,16,1,1,156.25,not out,3
49,2025-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",72,41,5,4,175.61,b M Pathirana,3
54,2025-05-04,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",45,25,4,2,180.0,c MP Yadav b DS Rathi,4
59,2025-05-18,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",30,25,5,0,120.0,c YBK Jaiswal b R Parag,5
66,2025-05-24,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",53,34,5,2,155.88,c MM Sharma b Kuldeep Yadav,4
69,2025-05-26,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",26,16,1,2,162.5,not out,4
71,2025-05-29,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,3,0,0,66.67,c JM Sharma b JR Hazlewood,4
73,2025-06-01,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",87,41,5,8,212.2,not out,4
74,2025-06-03,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",1,2,0,0,50.0,c JM Sharma b R Shepherd,4
