match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2025-03-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,52,2,13.0,8,3,2
6,2025-03-26,Kolkata Knight Riders,"Barsapara Cricket Stadium, Guwahati",4.0,0,32,0,8.0,10,1,0
11,2025-03-30,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",4.0,0,30,0,7.5,4,0,0
18,2025-04-05,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,26,2,6.5,9,3,0
23,2025-04-09,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,54,2,13.5,5,3,0
28,2025-04-13,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",2.0,0,21,0,10.5,2,0,0
32,2025-04-16,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,40,1,10.0,7,0,0
36,2025-04-19,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",4.0,0,32,0,8.0,6,1,0
47,2025-04-28,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",4.0,0,35,2,8.75,4,3,0
50,2025-05-01,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",4.0,0,47,1,11.75,6,3,0
53,2025-05-04,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,41,1,10.25,9,0,0
