match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
7,2008-04-22,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2.0,0,17,0,8.5,3,0,0
9,2008-04-24,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",4.0,0,28,3,7.0,9,1,0
14,2008-04-27,Mumbai Indians,Dr DY Patil Sports Academy,4.0,0,32,2,8.0,10,0,1
19,2008-05-01,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",3.0,0,28,0,9.33,3,0,0
21,2008-05-03,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,23,1,5.75,6,0,0
26,2008-05-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,27,1,9.0,5,0,0
30,2008-05-09,Rajasthan Royals,Sawai Mansingh Stadium,2.0,0,10,0,5.0,5,0,0
37,2008-05-15,Delhi Daredevils,Feroz Shah Kotla,1.0,0,18,0,18.0,0,0,0
42,2008-05-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,23,2,5.75,9,1,0
54,2008-05-27,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",3.0,0,19,0,6.33,7,2,0
