match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2022-03-27,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",19,10,0,2,190.0,c Anuj Rawat b Akash Deep,4
8,2022-04-01,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",19,16,1,1,118.75,c TG Southee b UT Yadav,4
11,2022-04-03,Chennai Super Kings,"Brabourne Stadium, Mumbai",60,32,5,5,187.5,c AT Rayudu b RA Jadeja,4
16,2022-04-08,Gujarat Titans,"Brabourne Stadium, Mumbai",64,27,7,4,237.04,c DA Miller b Rashid Khan,4
23,2022-04-13,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",2,3,0,0,66.67,b JJ Bumrah,4
28,2022-04-17,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",60,33,5,4,181.82,c KS Williamson b B Kumar,4
32,2022-04-20,Delhi Capitals,"Brabourne Stadium, Mumbai",2,3,0,0,66.67,st RR Pant b AR Patel,4
38,2022-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",19,7,1,2,271.43,c Mukesh Choudhary b DJ Bravo,4
42,2022-04-29,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",18,16,0,2,112.5,c Q de Kock b Mohsin Khan,5
48,2022-05-03,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",30,10,2,3,300.0,not out,4
52,2022-05-07,Rajasthan Royals,"Wankhede Stadium, Mumbai",22,14,1,2,157.14,b M Prasidh Krishna,6
60,2022-05-13,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",70,42,5,4,166.67,c KD Karthik b HV Patel,4
64,2022-05-16,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",3,5,0,0,60.0,st RR Pant b Kuldeep Yadav,4
70,2022-05-22,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",49,22,2,5,222.73,not out,5
